symbol,timestamp,open,high,low,close,volume
MSFT,2025-09-15T04:00:00Z,508.79,515.47,507.0,515.36,17143786
MSFT,2025-09-12T04:00:00Z,506.65,512.55,503.85,509.9,23624884
MSFT,2025-09-11T04:00:00Z,502.25,503.17,497.88,501.01,18881608
MSFT,2025-09-10T04:00:00Z,502.98,503.2299,496.72,500.37,21611816
MSFT,2025-09-09T04:00:00Z,501.43,502.25,497.7,498.41,14410542
MSFT,2025-09-08T04:00:00Z,498.105,501.195,495.03,498.2,16771015
MSFT,2025-09-05T04:00:00Z,509.07,511.97,492.37,495.0,31994846
MSFT,2025-09-04T04:00:00Z,504.3,508.15,503.15,507.97,15509486
MSFT,2025-09-03T04:00:00Z,503.79,507.79,502.32,505.35,15995154
MSFT,2025-09-02T04:00:00Z,500.465,506.0,496.81,505.12,18127995
MSFT,2025-08-29T04:00:00Z,508.66,509.6,504.4915,506.69,20961569
MSFT,2025-08-28T04:00:00Z,507.09,511.09,505.5,509.64,18015593
MSFT,2025-08-27T04:00:00Z,502.0,507.29,499.9,506.74,17277893
MSFT,2025-08-26T04:00:00Z,504.355,504.9778,498.51,502.04,30835709
MSFT,2025-08-25T04:00:00Z,506.63,508.19,504.12,504.26,21638579
MSFT,2025-08-22T04:00:00Z,504.25,510.73,502.41,507.23,24324161
MSFT,2025-08-21T04:00:00Z,503.69,507.63,502.7201,504.24,18443254
MSFT,2025-08-20T04:00:00Z,509.865,511.0,504.44,505.72,27723025
MSFT,2025-08-19T04:00:00Z,515.0,515.1641,508.55,509.77,21481016
MSFT,2025-08-18T04:00:00Z,521.585,522.82,514.02,517.1,23760583
MSFT,2025-08-15T04:00:00Z,522.77,526.1,519.08,520.17,25213272
MSFT,2025-08-14T04:00:00Z,522.56,525.9499,520.14,522.48,20269074
MSFT,2025-08-13T04:00:00Z,532.11,532.7,519.37,520.58,19619160
MSFT,2025-08-12T04:00:00Z,523.75,530.98,522.7,529.24,18688921
MSFT,2025-08-11T04:00:00Z,522.3,527.59,519.72,521.77,20194372
MSFT,2025-08-08T04:00:00Z,522.6,524.66,519.41,522.04,15531009
MSFT,2025-08-07T04:00:00Z,526.8,528.09,517.5511,520.84,16079144
MSFT,2025-08-06T04:00:00Z,530.9,531.7,524.03,524.94,21355702
MSFT,2025-08-05T04:00:00Z,537.18,537.3,527.24,527.75,19171569
MSFT,2025-08-04T04:00:00Z,528.27,538.25,528.13,535.64,25349004
MSFT,2025-08-01T04:00:00Z,535.0,535.8,520.86,524.11,28977628
MSFT,2025-07-31T04:00:00Z,555.225,555.45,531.9,533.5,51617326
MSFT,2025-07-30T04:00:00Z,515.17,515.95,509.435,513.24,26380434
MSFT,2025-07-29T04:00:00Z,515.53,517.62,511.56,512.57,16469235
MSFT,2025-07-28T04:00:00Z,514.08,515.0,510.12,512.5,14308027
MSFT,2025-07-25T04:00:00Z,512.465,518.29,510.3592,513.71,19125699
MSFT,2025-07-24T04:00:00Z,508.77,513.67,507.3,510.88,16107000
MSFT,2025-07-23T04:00:00Z,506.75,506.79,500.7,505.87,16396585
MSFT,2025-07-22T04:00:00Z,510.97,511.2,505.27,505.27,13868644
MSFT,2025-07-21T04:00:00Z,506.705,512.09,505.55,510.06,14066805
MSFT,2025-07-18T04:00:00Z,514.48,514.64,507.43,510.05,21209666
MSFT,2025-07-17T04:00:00Z,505.68,513.37,505.62,511.7,17503129
MSFT,2025-07-16T04:00:00Z,505.18,506.72,501.89,505.62,15154374
MSFT,2025-07-15T04:00:00Z,503.02,508.3,502.79,505.82,14927202
MSFT,2025-07-14T04:00:00Z,501.515,503.97,501.03,503.02,12058848
